Original_Title,Normalized_Title,Primary_Attribute,Secondary_Attribute,Group_ID,Notes
Pick Your Scent,Scent,Scent,,7c7e15de-f45b-4b41-97b4-bfda4d4bc8df,Language: en
For Pupfluencers,Other,,,bb530ed3-7b42-40c3-9499-de0b7fa599e2,
Multipack,Other,,,group_653,
Engraved,Other,,,8607256d-f5bf-460a-b91d-8b0d692fb023,
Blue White Fade T-Shirt (Size),Size,Size,,group_604,Language: de
PICK YOUR FLAVOR,Scent,Scent,,group_654,Language: en
Butt Stock Color,Color,Color,,group_655,Language: sv
Bay Ribbed | Bottoms - All Styles (Size),Size,Size,,group_656,Language: en
Bay Ribbed | Bottoms - All Styles (Style),Style,Style,,group_656,Language: en
Rim Size,Size,Size,,group_657,Language: de
Enclosure Size,Size,Size,,6a0ecbc8-a64c-4cd0-ba9f-ab18a2f06b1f,Language: es
Enamel Placement,Other,,,6a6622a1-56c1-46fc-a52d-5e4caae55c86,
Form,Other,,,group_658,
Roll 3,Other,,,group_659,
Pick Your Color,Color,Color,,3896c72f-a844-49c7-b279-6e27ceed4f08,Language: en
Accessories Size,Size,Size,,group_660,Language: en
-,Other,,,df13b95a-7da8-4f48-a60a-0529e93505ff,
Brocade Pant (Bottom),Other,,,group_661,
Size - Pink,Size,Size,,a384f7d3-27a1-4330-8737-942e63aa2a14,Language: de
Black Essentials Poly Joggers (Size),Size,Size,,group_647,Language: de
Roll 2,Other,,,group_659,
Black Essentials Poly Hoodie (Size),Size,Size,,group_648,Language: de
Latch Style,Style,Style,,046f457e-1482-499e-acec-bdd72ed95cab,Language: en
Caseback,Other,,,group_662,
Latch Type,Style,Style,,0c0e4e56-cd3a-4e13-970e-10365c62be36,Language: en
Material Type,Material,Material,,4db97e01-31bc-4231-b6d7-16187d9a576e,Language: en
Blue Tournament T-Shirts (Size),Size,Size,,929254b1-a961-4ef6-a367-748f003a279a,Language: en
WHEY-PRO Flavor,Scent,Scent,,6d0d2fda-bc7a-429d-8647-9f3b6d87b065,Language: hr
Rim Model,Other,,,group_657,
Door Option,Other,Other,Color,5ef76155-d87c-4c4f-9671-023f2f626f57,Language: nl; Fuzzy match: color option (score: 87)
Sundry Flutter Short in Burnt Red (Size),Size,Size,,b82da735-b9a5-415a-b2b1-6acba909ba34,Language: de
Ships From|Length,Other,,,eb5fdbbf-d261-484e-b0c6-160395bd3794,
Which Option,Other,,,group_663,
Grey,Size,Size,,02be7258-774f-4431-92e1-de1b1b613686,Language: en
Mattress Firmness,Other,,,e3413b9d-defc-43db-8ca4-849b136985b4,
Choose Your Type,Other,Other,,be063028-0086-41e1-aa6c-ab81dc9481c1,Language: en
Bond to Modem Connection,Other,,,eca5ecd5-f17a-4271-aa0e-81b86d2647c7,
Door Size,Size,Size,,f04a3af3-8165-4ed5-a7ee-55b10e37e7a2,Language: nl
Cutlery Color,Color,Color,,0c6f832a-b895-47dd-a74e-90f094c1bba9,Language: en
1 lb,Other,,,group_664,
Roll 1,Other,,,group_659,
Footbed Width,Size,Size,,4133a5a3-bff5-4fa2-83e4-62bd7dcca790,Language: en
ID,Other,,,700972b8-ba36-4881-b567-165638ec657b,
Max Model,Other,,,8d837e44-b3a1-44fe-bf5f-6c05bcc1105e,
Chair Model,Other,,,b38a5fcb-1243-47df-894b-9085528cf704,
Adaptator & Buckle,Hardware,Hardware,,38c34bbc-28fd-46b4-9d22-5e18e13da75b,Language: ro
Metallic Embroidered Pant (Size),Size,Size,,group_573,Language: en
Phone Model,Other,,,group_665,
4x2x2 Bearded Dragon Enclosure - The Zen Habitat 3.0 (Color),Color,Color,,group_666,Language: en
Apex Match Soccer Ball (Color),Color,Color,,group_667,Language: en
Case Count,Quantity,Quantity,,8c5708ce-3af1-44b5-aeb3-9d4330769296,Language: en
Black Cowl Pants (Size),Size,Size,,1b671305-8569-4ba7-baa2-855cb1d3674e,Language: en
Apex Match Soccer Ball (Size),Size,Size,,group_667,Language: en
Phone,Other,,,group_665,
Groundsheet Size,Size,Size,,group_668,Language: nl
Edging Strip,Other,,,eed00ca7-065e-43d0-b51e-8d81b2c1a029,
Select Your Box Type,Style,Style,,760f570b-f35d-4ae8-86aa-4cd5a39fe21f,Language: en
Meal Replacement 1,Other,,,group_375,
Meal Replacement 2,Other,,,group_375,
L-Carnitine,Other,,,348ceb20-923d-45d9-9662-db99de21436a,
Widh,Size,Size,,b9aecdce-22da-4444-bce8-d9169909c1db,Language: so
EMF Protection Foam Upgrade,Other,,,group_669,
Select Your Second Lipstick Shade,Color,Color,,group_86,Language: en
CHARMS,Other,,,group_263,
Purchase Option,Other,,,group_168,
Dropper Post Service Part,Other,,,e7debe67-3884-45b2-8ab6-78e59268cf6c,
Morganite,Other,,,6c591803-c245-4c7b-8045-48161b5e77f1,
Lead Grade,Other,,,6fc34908-6fee-4394-8d66-c4e13e738daf,
Moon Size,Size,Size,,04f86f3c-35e9-40eb-ba2b-f732bd1dddff,Language: de
Sizesnon-adjustable,Other,,,group_670,
D8 (Color),Color,Color,,group_671,Language: en
D8 Pro (Color),Color,Color,,group_671,Language: es
Gift Wrap,Other,,,group_672,
D8 Pro (Size),Size,Size,,group_671,Language: de
Cloud Kiss Matte Lip Mousse (Colour),Color,Color,,3f6d7d75-43b8-439a-9b64-939c6b3386d2,Language: en
D8 (Size),Size,Size,,group_671,Language: de
Peso,Other,,,e512b2a0-7a89-41b7-bde4-c5cec892d4d1,
Select Your Set,Other,,,09a6bbc0-eed8-476c-b346-24d5e8a24031,
Embroidery Color,Color,Color,,560db132-2da4-43a7-90b0-298a8704bad7,Language: en
Dress Color,Color,Color,,group_673,Language: en
iPhone Model,Other,,,group_166,
Added Grit,Other,,,c6761ba1-fb47-4a25-b635-977c0c85d65a,
Size - Stargazer,Size,Size,,5124fe1e-8580-4bde-a771-9abfa2a52254,Language: de
Cable Chain Necklace (Chain Length),Size,Size,,7cec68d0-7cb8-4f41-acf4-6fac50f61bfb,Language: en
Leather Wrap,Material,Material,,41d9a619-eff2-401a-a31c-c898fe4b8936,Language: en
60 Quart Ice Vault Roto-Molded Cooler with Wheels (Color),Color,Color,,group_307,Language: en
Bidet Color,Color,Color,,group_489,Language: no
Right/Left,Other,,,14cfddb3-8282-461a-b1d4-1becc11ed1bd,
Drawer,Other,,,group_674,
iPhone Type,Style,Style,,group_166,Language: en
Bag Count,Quantity,Quantity,,ad98c765-0066-4deb-8676-3c31e6a5ab7b,Language: tl
Greens Flavor,Scent,Scent,,group_675,Language: af
Pump Color,Color,Color,,group_676,Language: ro
Moisturizer,Other,,,group_562,
Bracelet length,Size,Size,,group_124,Language: nl
Size-Top,Other,,,36c156f2-71ee-4224-b26a-66fd84dfa67d,
White stones type,Color,Color,,group_677,Language: en
White Tech T-Shirt (Size),Size,Size,,83f48893-767f-4bf5-88c8-c698e206bb60,Language: de
Motor Interface,Other,,,4e3059da-1919-4deb-8545-58b2338ab187,
Wide Leg Pyjama Trousers Soleia Leopard Print Multi,Other,,,03ed25ef-b1cf-4d01-9265-900cb349f972,
Wide Leg Pyjama Trousers Soleia Print Cream,Other,,,d3542a04-39c8-4126-87a0-b518fd73264d,
Zodiac Signs,Other,,,79dbc935-a108-4964-8911-30d5e96441ea,
14 oz Rise Mug (Color),Color,Color,,f0209db9-2f35-4a13-8543-aae90eacddad,Language: en
Wide Leg Pyjama Trousers The Jag Print Navy,Other,,,group_264,
Wide Leg Pyjama Trousers Tide Print Cocoa/Cream Linen,Other,,,group_678,
Measurement,Other,,,group_679,
Metallic Embroidered Shirt (Size),Size,Size,,e92bd6f7-cbb3-4e3d-8238-e0cd9872d8e6,Language: en
Motif,Other,,,43acb144-fe08-46b2-96cc-759533bf9635,
Width Adjustment Range,Size,Size,,f6250a15-0ed8-42ca-aca4-4d83472f9460,Language: en
Do You Prefer Unisex Tees or Ladies Fit Tees?,Style,Style,,fe668a47-40d8-4187-87c0-3b5eaa39e004,Language: en
Moringa Oil Scent,Scent,Scent,,9f8caad4-a6e8-4c10-97b9-ac60cb273c61,Language: it
Wig,Other,,,group_680,
Moon Phase,Other,,,b1e33b35-50a2-4e35-b0c3-43c64e1547a2,
Embroidery Placement,Other,,,63bf7733-87ae-42e1-b376-0497bc9b86f8,
Charm Options,Other,,,group_681,
Cashback,Other,,,748aacdb-3f15-4690-ac5f-1af8ba7839c1,
Monogram Location,Letter,Letter,,group_682,Language: it
Monogram location,Letter,Letter,,group_682,Language: it
Wine Choice,Other,,,7dd7edb5-7431-43ce-9caf-d5afccbb7941,
MEMBER,Other,,,group_227,
Earring design,Style,Style,,4cca1e80-e1a4-43c5-9803-688d93fe7379,Language: da
CHAIN ADDITION,Hardware,Hardware,,9c57dc89-63dd-4172-b662-be7f1dc67231,Language: tl
Charm Design,Style,Style,,d9d9ec2b-1f42-435d-8de0-479a6f5ff32d,Language: en
Charm Color,Color,Color,,group_211,Language: en
Drain Design,Style,Style,,34457242-bbc5-40b9-9e3b-1d0faefe3e92,Language: de
MONICA TOP - BUTTER (Size),Size,Size,,1e933faa-ef12-4803-9c93-751f7798cc84,Language: de
Casters,Other,,,7b38394b-68a1-43ca-86d3-e48d30d3664c,
Wiring,Other,,,649c3e71-b118-4469-823e-3d7a12f4690e,
Caster Type,Style,Style,,f7272a97-e3eb-4935-9a41-db3249e34478,Language: no
With AirTag/ Without Airtag Holder,Other,,,96fa9e60-40d6-47c1-81a8-d7a076c788de,
Bib design,Style,Style,,4d653593-1e2a-424b-9b37-d157c21b9280,Language: da
With Monogram,Letter,Letter,,690ee5cc-2c17-4cbc-8523-e9ab1c854d53,Language: en
14 oz Bag,Other,,,61c837e1-ad16-4e56-9e97-5d84288086a5,
Center Option,Other,,,e12fad31-55a8-42ae-85ce-79f1909d53f3,
Men's Diesel Overalls (Size),Size,Size,,25dea147-c559-4e9c-aec1-afb17dc25127,Language: de
CHARGED-AF Flavor,Scent,Scent,,0955ddc2-9e2c-4316-a0cd-d40e654d885a,Language: hr
WOCA Natural Soap Spray (Color:),Color,Color,,group_683,Language: en
MOLLE Accessory,Other,,,group_684,
Men’s Long Pyjama Set Sansindo Tiger Print Black/Cream,Other,,,bcf20075-405a-47e9-b590-b7a0615a1ef1,
Drawer Options,Other,,,group_674,
AQUAMETER,Other,,,group_685,
Modular Unit,Other,,,fd1b88eb-04cd-4593-9917-9ff74be05d42,
Modification,Other,,,92f0cbbe-a3c6-456c-827c-63207a711b6c,
Drawers,Other,,,33dc2f04-9a6c-4263-9ff2-1fabdcfd96d5,
Drawing Print Color,Color,Color,,c8a51dad-2c8a-4175-a8eb-eb4a2caaa53e,Language: en
Birthstone Color,Color,Color,,group_95,Language: en
Model (Size: M-L),Size,Size,,2a4e950c-cf17-4fd0-b050-6e5577a8c603,Language: it
Model Size,Size,Size,,group_9,Language: de
Model selected,Other,,,dcbae785-9059-4756-bb3e-83ec8301dc15,
Men’s Pocket Pyjama Set Soleia Print Black/Yellow,Other,,,group_686,
Womens Shoe size,Size,Size,,group_687,Language: en
Women's Shoe Size,Size,Size,,group_687,Language: nl
Channel Configuration,Other,,,08027a6d-a810-46d7-a30e-05666e8562c9,
Men’s Pocket Pyjama Set The Jag Print Green,Color,Color,,c7bbc06d-d4ec-45c3-b31d-f75bcddb078c,Language: en
mode,Style,Style,,ed8fc374-f1dc-47ab-ad79-8b073c27b54a,Language: da
Women's Slipper Soleia Leopard Print,Other,,,e5080a0c-588c-4f1f-bfed-f931f368a3b2,
Dreamblend Cargo Jogger (Size),Size,Size,,bd285fb3-01ac-42cf-b8c9-8db218234859,Language: de
Dreamblend Cargo Sweatpant (Size),Size,Size,,77e8109e-b9e1-49e4-b593-b63f18f47904,Language: en
Moby Size,Size,Size,,53c8d594-5c7d-450d-a8df-0c93f7c0f86b,Language: pl
"5"" Lined Summit Short (Size)",Size,Size,,738384ba-02dc-4aef-8599-cc3deb36daf7,Language: de
mlveda_country,Other,,,ebb00908-e4e4-468d-a3bb-fee7248679e4,
Wood Bedframe Colors,Material,Material,Color,68beadfe-c381-4908-b2cd-1506bcc2808d,Language: en
Mixed Metal,Material,Material,,ea72a51b-f475-4885-b95c-114da4802b85,Language: ca
Big/Little,Other,,,15481d4a-9127-4fbb-8d89-ba546b5e7831,
Wooden Leg Colors,Other,,,e0daca59-2d25-40d5-b1d1-04f6cc43cf29,
Happy Face Charm,Other,,,45fbe2af-dcf6-4707-98c1-e712e34d04ee,
Hardness,Other,,,6c231f6c-0df0-41ce-ac3a-0e9cf0138643,
Select a Option,Other,,,group_25,
HARDWARE,Hardware,Hardware,,group_688,Language: vi
Select a Flavor,Scent,Scent,,group_689,Language: ro
Select Adventure Fit - White Size,Size,Size,,group_690,Language: en
Select Adventure Fit - Black Size,Size,Size,,group_690,Language: en
Hanger Type,Style,Style,,3bb1eb1f-7dba-4f34-9355-02712ce53754,Language: no
Select 2nd Lash Style,Style,Style,,group_225,Language: en
BAND,Other,,,group_301,
Wood Lye 2.5 L (Quantity),Size,Size,,9e887438-0a95-4142-9218-257285e43937,Language: en
Birthflower,Other,,,5080fee5-36b2-4370-827d-5993b05306a1,
Select 1st Lash Style,Style,Style,,group_225,Language: en
Segments,Other,,,cc2f6958-1c89-40e6-8493-67bc899b4719,
Seed Type,Style,Style,,3b98de2d-b305-47ab-9e5a-f4aa92c3a50d,Language: en
Boxy Shirt Tide Print Cocoa/Cream Linen,Other,,,a64abf0a-44b3-4c4b-b23b-395945ad0023,
Air Buttstock Option,Other,,,group_551,
Hand Retrieve,Other,,,f7d383fb-a667-4d6f-b31a-669282561e96,
Section,Other,,,group_691,
Accent stones (M:moissanite),Other,,,a44e1954-1bfe-49c2-a922-805f2be2f8ae,
Handle Width,Size,Size,,53fd95b4-6f0d-4a8b-b144-d7524ad44022,Language: da
<b>Part Design</b>,Other,,,2db55f54-4f33-456b-bd13-92c48aaf4e3b,
Harvest Time,Other,,,ea6d87ff-aa9b-4e20-ad02-842ef3c90ed1,
Selected Fragrance,Scent,Scent,,32070484-86d1-4bd9-a15e-ea3bb4eb7f53,Language: en
Handle Style,Style,Style,,group_247,Language: da
Seating Fabric Colors,Material,Material,Color,69abdba5-db8b-4706-8280-7a3862c04b39,Language: en
Color Option,Other,Other,,group_242,Language: en
Seating Capacity,Other,,,37110efb-a0aa-47ce-a875-1ba61abf6b41,
COLOR OPTION,Other,Other,,group_242,Language: en
Select Extended Warranty,Other,,,2200a153-a099-4a53-913d-b2d9a2d1b420,
Select Flavor,Scent,Scent,,group_689,Language: ro
Handle Option,Other,,,group_247,
Men's shoe size,Size,Size,,group_521,Language: en
Mirrorwork Organza Cape (Size),Size,Size,,855cae1b-cb6e-4cd1-a6ae-526e9e4a8add,Language: pl
Color Palette,Color,Color,,group_61,Language: it
Seat and Base Color,Color,Color,,b7e4fb82-87e4-4512-bc00-377b2706b832,Language: en
Handle Length,Size,Size,,group_247,Language: da
Select gift amount,Other,,,group_529,
Color-Pattern,Other,,,09c4e50f-3560-43c7-905e-25c463145580,
</b>Quantity</b>,Quantity,Quantity,,group_340,Language: en
Select Gift Card Value:,Other,,,group_156,
Wool Dryer Ball Choice,Other,,,042f5a37-b270-4ff2-997c-007aa30c311e,
Seat and Back,Other,,,group_555,
Handle Colors,Other,,,8c3db301-4ce4-4425-8693-4d3774aff38d,
Seasonal,Other,Other,,cd8b737b-be94-4dd2-bdec-61d12141cb84,Language: en
Handlebar Width,Size,Size,,7b464ef7-09e0-4efc-aa30-40d6d1738d40,Language: da
Elva,Other,,,31b7f239-a6e8-476e-9eba-3432497a0244,
colors,Color,Color,,group_692,Language: it
Seam Colors,Other,,,b7f25d9f-654c-41a6-a213-14bc7f752a0f,
Scrunchie,Other,,,645f9463-a93e-452a-89e6-67ee9cfde0f3,
Air,Other,,,c4a99315-2912-4243-877a-9fd8d1bc9977,
Headboard,Other,,,group_693,
COLORS,Color,Color,,group_692,Language: en
Handguard Length,Size,Size,,group_694,Language: en
Chalk Choice,Other,,,group_695,
Hand/Color,Other,,,db25c2b9-87cb-4ffc-b56f-a0a001f57214,
Headboard Type and Bed Size,Size,Size,,a220aa27-8833-42ba-955c-d6d08f036a67,Language: en
Center Stone,Other,,,group_482,
Boxy Embroidered Top (Size),Size,Size,,group_696,Language: en
Scoop System Light (Size),Size,Size,,eb007e76-0628-4c45-9e9b-59b400e9ca4b,Language: de
"Wordmark 24"" Leggings - Pearl White",Color,Color,,0e81a5d0-f955-4dd2-ac00-6b53e3f859e8,Language: en
Bracelet design,Style,Style,,77e517c8-13ff-4b0b-8f22-feb03b000ffe,Language: fr
Scoop System Black (Size),Size,Size,,9c4b8cef-c4cd-4c70-bdc2-92b522408349,Language: de
Scholarship Type,Style,Style,,2a3e94ab-a8a2-4d2f-89f8-b46d63159fca,Language: en
Elements,Other,,,26842897-b2a5-4f82-bc4c-15861554c76c,
Bracelet Inch,Other,,,group_697,
Hammock Style,Style,Style,,672fe5e0-bf8c-4235-94de-ae0a8694fafb,Language: sv
Scent 2,Scent,Scent,,group_191,Language: en
Scent 1,Scent,Scent,,group_191,Language: en
Half-Drilled or Full-Drilled,Other,,,15f735fd-29bb-4ceb-8fc3-3a9f934f03e7,
Band color,Color,Color,,group_301,Language: en
Heads,Other,,,7b67b69d-7cd0-4d03-9b2c-94d4334c4aa2,
Select plan data:,Other,,,8e557a8d-f979-4c9f-8add-94ef24927e57,
Select product,Other,,,group_91,
Select Product,Other,,,group_91,
hair tool,Other,,,b1a8ff86-0f3d-4a52-be11-77c0336472e2,
Select Program,Other,,,7ee3a537-b391-4a1a-9b9c-1ad0b2569490,
Scarf Color,Color,Color,,49bc04b5-3215-4443-8fc3-ee121eacb1c7,Language: en
Hair Texture,Other,,,f2503f43-3871-4908-a80a-da507c23a67d,
Head Size,Size,Size,,group_698,Language: de
Hair Styling Paste (Hold),Other,,,6b8de83d-3caf-45b3-8351-ea435a9ad89d,
Head type,Style,Style,,group_698,Language: en
Color (Firmness),Color,Color,,group_491,Language: en
HEART,Other,,,group_342,
Select Shape,Style,Style,,group_699,Language: en
Color Finish & Stone,Color,Color,,94c68c2f-202b-401d-a6ba-2e2f8b7ba718,Language: en
Heart Color,Color,Color,,group_342,Language: en
Words,Other,,,f71f40ff-c971-4098-8597-7fd26d238b31,
Save More $ with,Other,,,47931920-774b-4fc4-a708-2fa945536de8,
Sauna Size,Size,Size,,4936fa3c-f59d-44df-849f-c09296dd8fe2,Language: tl
Select Size:,Other,Other,,group_8,Language: ro
Saratoga Tea & Honey Co. Stoneware Bee Mug (Color),Color,Color,,51d8d34a-0dc3-44a3-931d-2d640305527a,Language: en
Air Plant,Other,,,969817a2-b75d-4fa5-a754-70935db7252d,
Working pressure,Other,,,5fccb67c-57fd-4552-871e-aeb3ea9c3900,
Accent stone( M: moissanite D: diamond):,Size,Size,,group_210,Language: it
Heavyweight T-Shirt White,Color,Color,,ea3c4881-0fab-4922-893a-0f4bc07ae500,Language: en
Color Dino,Color,Color,,c0291d6b-4185-4e7d-9083-7f7a6f49f9e4,Language: en
Sand Bags,Other,,,group_700,
Box Count,Quantity,Quantity,,4ab607da-db47-4ac7-862b-8092da4965fa,Language: en
Select Swing Bed Style,Style,Style,,06d9e9eb-816f-4e90-90e4-d867351c6e36,Language: en
Color combo,Color,Color,,group_449,Language: es
Saloon Shirt (Size),Size,Size,,group_701,Language: de
Saloon Pant (Size),Size,Size,,group_701,Language: tl
Salome Silver Ring (Ring size),Size,Size,,a5013606-b197-450a-aa46-c746f4ce259a,Language: de
Sailor Pants (Size),Size,Size,,dab2a01c-63e8-4f4c-9f54-22e5dcbd7b52,Language: en
Safety Toe,Other,,,bf80c415-cd80-41c2-9785-c80eb9d22fe9,
Color_Clarity: ,Other,Other,Color,group_565,Language: en; Fuzzy match: colorclarity (score: 96)
Select Topical Formula:,Other,,,7686c998-c25f-475f-b5ee-008234a9762a,
Bow Type,Style,Style,,29d76f6d-cb20-43b9-b823-a6b8b82adfc9,Language: en
Color Change Options,Color,Color,,group_596,Language: en
Select value,Other,,,group_380,
Air Stock,Other,,,group_118,
Select What's Included,Other,,,7a49ac5c-6ce0-42ec-b4a3-ccb00fc600ee,
Balancing Shampoo — Size,Size,Size,,54208fff-5d71-430f-bccd-52295f642b93,Language: tl
Running Stitch Shirt (Size),Size,Size,,group_702,Language: de
Running Stitch Pant (Size),Size,Size,,group_702,Language: de
Running Ankle Compression Socks (Size),Size,Size,,group_703,Language: en
Bow Color,Color,Color,,1306857b-afc3-46cd-bd65-b365fedd9c7f,Language: en
Select Your Car Seat Brand,Other,,,1f8c42f8-7cc6-4581-958c-53d26a1b79f5,
Bracelet Size:,Size,Size,,group_124,Language: ro
Chair Type,Hardware,Hardware,,group_543,Language: en
Color/Addon,Other,,,f069da17-c204-467f-b0b6-2a494323d8f3,
Henna Choice:,Other,,,group_344,
"Hera 27"" Leggings 2.0 - Black",Color,Color,,7f89de4b-59a1-4c32-9d99-0adfce2b64a6,Language: sv
COLOR:,Color,Color,,group_213,Language: en
Chair Size,Other,Other,Size,group_543,Language: en; Fuzzy match: size chart (score: 90)
Select Your Handle,Other,,,866947dc-512f-4a7e-8765-3c3f2cd7aad0,
bracelet Sizes:,Size,Size,,group_704,Language: de
CHAIN DESIGN,Style,Style,,27e5699e-3457-4f51-8777-5eff10fa868e,Language: so
Select your kit,Other,,,group_258,
Select your Kit,Other,,,group_258,
select your leggings length as per your height,Size,Size,,e990c71f-463e-447d-8660-80514f1db987,Language: en
Hex Keys,Other,,,1d144553-c8c3-41d2-b1cf-4b9462c6fece,
Hidden Halo,Other,,,73edb588-6023-44a2-9c29-800a4d8b0600,
Select Your Lipstick (Select Your Shade),Color,Color,,group_86,Language: en
Bracelet Sizes:,Size,Size,,group_704,Language: de
Select your moisturizer,Other,,,group_562,
Coloe,Color,Color,,91649365-5013-4557-9a64-2e520f69ea5b,Language: it
"Bracelet Size, Small - Large",Size,Size,,58f916ec-bdad-4407-99b0-cfe30a43663b,Language: de
COlour,Color,Color,,group_133,Language: fr
Select Your Powder,Other,,,e3bed0ce-47ed-4d79-9dc4-2d08d1ba0612,
Bag Size ,Size,Size,,group_46,Language: de
SELECT YOUR SCENT,Scent,Scent,,41c86af4-fefa-44f0-a92d-2fe707f1daa9,Language: en
Air System ,Other,,,group_343,
Bottom Style ,Style,Style,,group_451,Language: no
BRACELET WITDH,Other,,,35c0b4f9-521d-4aab-b526-d547a98c9f9a,
Select your sticker,Other,,,ab6032ca-0888-47b3-abcf-2eb1e47a0442,
Select Your Style,Style,Style,,group_177,Language: en
Select Your Style:,Style,Style,,group_177,Language: en
SELECT YOUR STYLE:,Style,Style,,group_177,Language: en
BRACELET LENGTH,Other,,,459abbce-a0fb-4054-9cf5-ae7dd085bfa0,
Select your tip style,Style,Style,,a47b2654-c76f-433b-b61c-152707a2c802,Language: en
Hinge Type,Style,Style,,33bcd2cb-49a8-4214-9738-7be34a6c312a,Language: no
2 PACK,Quantity,Quantity,,group_84,Language: tl
Bottom Row and Bed Frame Fabric Colors,Material,Material,Color,group_705,Language: en
Coior,Other,,,288de64c-aa98-46ba-b51c-c680830627eb,
Bracket Length (in) | Bracket Thickness (in),Size,Size,,3a082ed7-631a-435f-8f64-3e9d40724329,Language: en
Coin Size,Size,Size,,group_598,Language: de
Hitch Size,Size,Size,,group_706,Language: de
Comforter Size,Size,Size,,c13e117f-5b8b-48f4-8c88-4ecfe81eaa7c,Language: de
Round Concrete Candle Vessel - Classic (Color),Color,Color,,ec396aa4-d4d5-4ad5-b7eb-fe2c336c0624,Language: en
Rotor Style,Style,Style,,079e692e-d7ea-4adb-85ee-c79b8d678a1c,Language: en
Hole Size,Size,Size,,group_707,Language: de
COMMUTER COLOR,Color,Color,,9c3d822b-65b3-480c-8f0e-99a6eed8c21e,Language: en
Hole type,Style,Style,,group_707,Language: no
COFFEE TYPE,Style,Style,,group_176,Language: vi
Rosie Ribbed Bralette | Top (Size),Size,Size,,c3f3d3ee-a33a-44e7-b982-5f548beb2a66,Language: nl
Bottom Finishing,Other,,,aadf2530-39ec-446f-8a40-1b6ffeee1077,
Rope Chain Necklace (Color),Color,Color,,cf7aa785-05b9-4f09-96c6-defb4b039729,Language: en
Service & Shipping,Other,,,27b7fd05-c876-452c-9b8d-a3312528be8f,
Service Type,Style,Style,,group_624,Language: en
Honey Luxe | Bottoms - All Styles (Size),Size,Size,,group_708,Language: en
Honey Luxe | Bottoms - All Styles (Style),Style,Style,,group_708,Language: en
Compatiable Products,Other,,,45c0f737-85cc-4c41-ba00-3cbf37008b86,
Guarantee Fee,Other,,,30f23e03-6794-48cb-a01d-d200cb0fdb0d,
servings,Quantity,Quantity,,cedf030e-f035-47ee-84d9-ac64b7fb5526,Language: no
Coffee Bundle,Quantity,Quantity,,3fcc6f8b-2fd2-459e-b9cf-6e4e04782661,Language: de
Hoodie Size,Size,Size,,group_341,Language: de
Group Height,Size,Size,,c2f66c30-84a8-4b33-a92c-4ff1919677bf,Language: en
Mirror Embroidered Pant (Size),Size,Size,,group_709,Language: en
Codec,Other,,,6ba4796c-0c49-4c32-93fe-a7228f20d6ae,
Rodeo Drive Bikini Top - Pink (Size - Clothing),Size,Size,,group_710,Language: en
Rodeo Drive Bikini Bottoms - Pink (Size - Clothing),Size,Size,,group_710,Language: en
Rod Capacity,Other,,,818c95ec-1496-45f2-8a80-c02f424cd525,
Men's Utility Jeans Dirty Dave (Size),Size,Size,,2e683afb-61d9-4e7a-a4df-1103e862c055,Language: en
Hooks,Hardware,Hardware,,d6b25e78-5449-4167-9bf9-b548e3c58cae,Language: et
Grommet Racquet Type,Style,Style,,65ccba42-d528-4bbc-89f6-c403444fe6ed,Language: fr
Bottom Corner Flange Cap,Other,,,32d8af5f-f721-4b90-8928-c0500a8c26df,
GRIT,Other,,,group_711,
R/L,Other,,,3af4a6d8-bb23-4bc6-9ab0-fe4b3311fcdf,
Bottom Case,Other,,,46095737-bcf1-4167-8dd7-113d8398e7ea,
Cobra Bracelet Size,Size,Size,,e4a66f91-eddb-444e-8efd-48d1c70397f9,Language: ro
Compete Blade Putter (Length),Size,Size,,f813a6d8-c0f7-4a48-8fd6-94c2b65e114c,Language: en
River,Other,,,97540b22-b735-46a5-8408-8694f4d04c7f,
Hoop Diameter x Hoop Diameter x Chain Length,Size,Size,,group_712,Language: nl
Shade Kits Collections,Color,Color,,2b89cc87-be57-4eb2-b653-7b9a099a26b9,Language: en
Compete Mallet Putter (Length),Size,Size,,3ced4406-583b-4fa2-a015-785aa2ac4c19,Language: en
Shade Style,Color,Color,,group_86,Language: en
Hoop Size,Hardware,Hardware,Size,group_524,Language: nl; Fuzzy match: hook size (score: 89)
Rise/Drop,Other,,,0afabc09-4bc4-439d-b17d-3102640908b9,
Cobalt Blue Luxe | Bottom (Size),Size,Size,,group_713,Language: de
Shaft Series and Weight,Other,,,c9eccd7a-cf3e-4a83-aa6b-a2acd8a96c76,
Shaker Cup,Other,,,def04f06-56d8-424a-970e-9552da98908a,
SHAM COLOR,Color,Color,,group_714,Language: en
shampoo,Other,,,group_715,
Hotend Option,Other,,,24c67c3e-5a56-4696-8032-e2b517d14673,
Ring type-White accent stones(M:moissanite/D:diamond),Other,,,436b2ed8-0201-4237-8e01-0372f011c473,
House leather,Material,Material,,group_716,Language: en
Cobalt 55 Quart with Wheels Roto-Molded Super Cooler (Color),Color,Color,,group_333,Language: en
House Number,Quantity,Quantity,,83e3d37c-ce4e-46f0-b2ed-d3ea345fa824,Language: en
Housing Color,Color,Color,,group_717,Language: en
Ring type+Main stone,Other,,,5675df3e-fc56-42c1-b4b6-09a58a0d3287,
Concealer Pen,Other,,,c7ff71c2-4bcc-43e3-b565-44b5a3d5ff0e,
